rule,setting,match,n
R8b_secondary_material_difference,conservative,shell[polyester]__front_panel[nylon],6
R8b_secondary_material_difference,conservative,shell[sheep leather]__pocket_lining[polyester],6
R8b_secondary_material_difference,conservative,body[cotton]__pocket_fabric[polyester],5
R8b_secondary_material_difference,conservative,body[lyocell]__pocket_lining[polyester],5
R8b_secondary_material_difference,conservative,body[nylon]__pocket_lining[cotton],5
R8b_secondary_material_difference,conservative,body[polyester]__pocket_lining[acrylic],5
R8b_secondary_material_difference,conservative,main[linen]__pocket_lining[cotton],5
R8b_secondary_material_difference,conservative,padding[reprocessed down]__front_panel[polyester],5
R8b_secondary_material_difference,conservative,shell[lamb leather]__pocket_lining[viscose],5
R8b_secondary_material_difference,conservative,shell[nylon]__front_panel[polyester],5
R8b_secondary_material_difference,conservative,body[cotton]__mesh[polyester],4
R8b_secondary_material_difference,conservative,body[elastomultiester]__pocket_fabric[polyester],4
R8b_secondary_material_difference,conservative,body[linen]__pocket_lining[cotton],4
R8b_secondary_material_difference,conservative,face[cotton]__back_panel[polyester],4
R8b_secondary_material_difference,conservative,face[elastomultiester]__back_panel[polyester],4
R8b_secondary_material_difference,conservative,mesh[polyester]__back_panel[nylon],4
R8b_secondary_material_difference,conservative,shell[elastomultiester]__pocket_lining[polyester],4
R8b_secondary_material_difference,conservative,shell[polyester]__bottom_panel[viscose],4
R8b_secondary_material_difference,conservative,shell[polyester]__mesh[elastane],4
R8b_secondary_material_difference,conservative,shell[polyester]__pocket_fabric[nylon],4
R8b_secondary_material_difference,conservative,shell[viscose]__back_panel[polyester],4
R8b_secondary_material_difference,conservative,storage_bag[nylon]__pocket_lining[polyester],4
R8b_secondary_material_difference,conservative,top_panel[polyester]__bottom_panel[cotton],4
R8b_secondary_material_difference,conservative,body[cotton]__pocket_lining[acrylic],3
R8b_secondary_material_difference,conservative,body[linen]__pocket_fabric[polyester],3
R8b_secondary_material_difference,conservative,body[polyester]__chest_pocket_fabric[elastomultiester],3
R8b_secondary_material_difference,conservative,body[viscose]__pocket_fabric[polyester],3
R8b_secondary_material_difference,conservative,face[polyester]__knit_part[elastomultiester],3
R8b_secondary_material_difference,conservative,front_panel[polyester]__bottom_panel[nylon],3
R8b_secondary_material_difference,conservative,main[linen]__pocket_lining[viscose],3
R8b_secondary_material_difference,conservative,shell[cotton]__front_panel[nylon],3
R8b_secondary_material_difference,conservative,shell[cotton]__pocket_fabric[nylon],3
R8b_secondary_material_difference,conservative,shell[linen]__pocket_lining[viscose],3
R8b_secondary_material_difference,conservative,shell[polyester]__wing[nylon],3
R8b_secondary_material_difference,conservative,shell[wool]__pocket_lining[viscose],3
R8b_secondary_material_difference,conservative,body[nylon]__pocket_fabric[polyester],2
R8b_secondary_material_difference,conservative,bottom_panel[nylon]__top_panel[cotton],2
R8b_secondary_material_difference,conservative,coating[polyurethane]__inside_panel[acrylic],2
R8b_secondary_material_difference,conservative,face[acrylic]__back_panel[polyester],2
R8b_secondary_material_difference,conservative,front_panel[polyester]__side_panel[nylon],2
R8b_secondary_material_difference,conservative,knit_part[wool]__woven_part[cotton],2
R8b_secondary_material_difference,conservative,lining[cotton]__woven_part[nylon],2
R8b_secondary_material_difference,conservative,main[wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,conservative,outer_layer[polyester]__inside_panel[tpu],2
R8b_secondary_material_difference,conservative,shell[cotton]__bottom_panel[viscose],2
R8b_secondary_material_difference,conservative,shell[cotton]__front_panel[polyester],2
R8b_secondary_material_difference,conservative,shell[cotton]__wing[polyester],2
R8b_secondary_material_difference,conservative,shell[nylon]__bottom_panel[polyester],2
R8b_secondary_material_difference,conservative,shell[nylon]__front_panel[cotton],2
R8b_secondary_material_difference,conservative,shell[nylon]__mesh[polyester],2
R8b_secondary_material_difference,conservative,shell[polyester]__bottom_panel[cotton],2
R8b_secondary_material_difference,conservative,shell[polyester]__front_panel[elastane],2
R8b_secondary_material_difference,conservative,shell[polyester]__inside_panel[acrylic],2
R8b_secondary_material_difference,conservative,shell[polyester]__pocket_fabric[cotton],2
R8b_secondary_material_difference,conservative,shell[polyester]__top_panel[cotton],2
R8b_secondary_material_difference,conservative,shell[polyester]__top_panel[nylon],2
R8b_secondary_material_difference,conservative,shell[sheep leather]__pocket_lining[viscose],2
R8b_secondary_material_difference,conservative,shell[viscose]__bottom_panel[cotton],2
R8b_secondary_material_difference,conservative,shell[viscose]__mesh[nylon],2
R8b_secondary_material_difference,conservative,top_panel[polyester]__mesh[nylon],2
R8b_secondary_material_difference,conservative,upper_part[polyester]__bottom_panel[nylon],2
R8b_secondary_material_difference,conservative,base_fabric[viscose]__mesh[nylon],1
R8b_secondary_material_difference,conservative,bottom_panel[cotton]__top_panel[polyester],1
R8b_secondary_material_difference,conservative,front_panel[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,conservative,knit_part[cotton]__woven_part[nylon],1
R8b_secondary_material_difference,conservative,knit_part[nylon]__woven_part[polyester],1
R8b_secondary_material_difference,conservative,lining[polyester]__bottom_panel[cotton],1
R8b_secondary_material_difference,conservative,main[acetate]__bottom_panel[nylon],1
R8b_secondary_material_difference,conservative,main[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,conservative,main[cotton]__bottom_panel[polyester],1
R8b_secondary_material_difference,conservative,main[cotton]__front_panel[polyester],1
R8b_secondary_material_difference,conservative,main[cotton]__wing[polyester],1
R8b_secondary_material_difference,conservative,main[nylon]__front_panel[rubber],1
R8b_secondary_material_difference,conservative,main[nylon]__pocket_lining[polyester],1
R8b_secondary_material_difference,conservative,main[polyester]__top_panel[cotton],1
R8b_secondary_material_difference,conservative,main[wool]__bottom_panel[viscose],1
R8b_secondary_material_difference,conservative,main[wool]__front_panel[viscose],1
R8b_secondary_material_difference,conservative,padding[polyester]__front_panel[nylon],1
R8b_secondary_material_difference,conservative,padding[polystyrene foam]__bottom_panel[nylon],1
R8b_secondary_material_difference,conservative,shell[acrylic]__bottom_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[cotton]__bottom_panel[rubber],1
R8b_secondary_material_difference,conservative,shell[cotton]__pocket_lining[polyester resin],1
R8b_secondary_material_difference,conservative,shell[cotton]__pocket_lining[viscose],1
R8b_secondary_material_difference,conservative,shell[cotton]__woven_part[nylon],1
R8b_secondary_material_difference,conservative,shell[elastane]__wing[nylon],1
R8b_secondary_material_difference,conservative,shell[linen]__pocket_lining[lyocell],1
R8b_secondary_material_difference,conservative,shell[lyocell]__back_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[lyocell]__bottom_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[modacrylic]__pocket_lining[polyester],1
R8b_secondary_material_difference,conservative,shell[nylon]__inside_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[nylon]__wing[polyester],1
R8b_secondary_material_difference,conservative,shell[polyester]__back_panel[nylon],1
R8b_secondary_material_difference,conservative,shell[viscose]__bottom_panel[nylon],1
R8b_secondary_material_difference,conservative,shell[viscose]__bottom_panel[polyester],1
R8b_secondary_material_difference,conservative,shell[wool]__bottom_panel[acrylic],1
R8b_secondary_material_difference,conservative,top_panel[lyocell]__bottom_panel[viscose],1
R8b_secondary_material_difference,conservative,upper_part[cotton]__bottom_panel[nylon],1
R8b_secondary_material_difference,conservative,upper_part[sheep leather]__bottom_panel[goat suede],1
R8b_secondary_material_difference,conservative,woven_part[nylon]__knit_part[cotton],1
R8b_secondary_material_difference,default,shell[cotton]__pocket_lining[polyester],555
R8b_secondary_material_difference,default,shell[cotton+elastane]__pocket_lining[polyester],169
R8b_secondary_material_difference,default,body[cotton+elastane]__pocket_lining[polyester],146
R8b_secondary_material_difference,default,body[cotton]__pocket_lining[polyester],123
R8b_secondary_material_difference,default,shell[linen+viscose]__pocket_lining[polyester],121
R8b_secondary_material_difference,default,shell[elastane+polyester+viscose]__pocket_lining[cotton],115
R8b_secondary_material_difference,default,body[cotton+linen]__pocket_lining[polyester],88
R8b_secondary_material_difference,default,shell[cotton+linen]__pocket_lining[polyester],61
R8b_secondary_material_difference,default,shell[nylon]__pocket_lining[polyester],61
R8b_secondary_material_difference,default,shell[cotton+lyocell]__pocket_lining[polyester],59
R8b_secondary_material_difference,default,face[nylon]__pocket_lining[polyester],53
R8b_secondary_material_difference,default,shell[elastane+polyester]__mesh[nylon],53
R8b_secondary_material_difference,default,body[cotton+linen+viscose]__pocket_lining[polyester],49
R8b_secondary_material_difference,default,body[elastane+nylon]__pocket_lining[polyester],45
R8b_secondary_material_difference,default,shell[cotton+elastane+elastomultiester]__pocket_lining[polyester],45
R8b_secondary_material_difference,default,shell[cotton+linen+viscose]__pocket_lining[polyester],45
R8b_secondary_material_difference,default,shell[elastane+nylon]__pocket_lining[polyester],29
R8b_secondary_material_difference,default,lining[polyester]__top_panel[cotton],28
R8b_secondary_material_difference,default,body[cotton+elastane+linen]__pocket_lining[polyester],26
R8b_secondary_material_difference,default,body[elastane+polyester+viscose]__pocket_lining[elastomultiester],24
R8b_secondary_material_difference,default,shell[cotton+elastane]__bottom_panel[polyester],23
R8b_secondary_material_difference,default,shell[nylon+viscose]__pocket_lining[polyester],23
R8b_secondary_material_difference,default,body[elastane+polyester+viscose]__pocket_lining[cotton],20
R8b_secondary_material_difference,default,shell[linen]__pocket_lining[polyester],20
R8b_secondary_material_difference,default,body[cotton+nylon]__pocket_lining[polyester],19
R8b_secondary_material_difference,default,body[elastane+nylon]__mesh[polyester],19
R8b_secondary_material_difference,default,shell[cotton+nylon]__pocket_lining[polyester],19
R8b_secondary_material_difference,default,body[nylon]__pocket_lining[polyester],18
R8b_secondary_material_difference,default,shell[polyester+viscose]__pocket_lining[cotton],18
R8b_secondary_material_difference,default,main[cotton]__pocket_lining[polyester],16
R8b_secondary_material_difference,default,body[cotton+elastane+nylon]__pocket_lining[polyester],15
R8b_secondary_material_difference,default,shell[elastane+polyester+wool]__pocket_lining[cotton],15
R8b_secondary_material_difference,default,shell[polyester]__pocket_lining[elastane],15
R8b_secondary_material_difference,default,body[cotton+elastane+elastomultiester]__pocket_lining[polyester],14
R8b_secondary_material_difference,default,coating[polyurethane]__pocket_lining[polyester],14
R8b_secondary_material_difference,default,shell[linen+viscose]__pocket_lining[cotton],14
R8b_secondary_material_difference,default,shell[polyester]__pocket_lining[cotton],14
R8b_secondary_material_difference,default,top_panel[cotton]__bottom_panel[polyester],14
R8b_secondary_material_difference,default,lining[cotton]__top_panel[polyester],13
R8b_secondary_material_difference,default,lining[polyester]__top_panel[viscose],13
R8b_secondary_material_difference,default,shell[elastane+polyester]__pocket_lining[cotton],13
R8b_secondary_material_difference,default,body[cotton+polyester+viscose]__pocket_lining[elastomultiester],12
R8b_secondary_material_difference,default,face[polyester]__back_panel[tpu],12
R8b_secondary_material_difference,default,shell[nylon]__pocket_fabric[polyester],12
R8b_secondary_material_difference,default,body[cotton+lyocell]__pocket_lining[polyester],11
R8b_secondary_material_difference,default,shell[elastane+polyester+viscose+wool]__pocket_lining[cotton],11
R8b_secondary_material_difference,default,shell[linen]__pocket_lining[cotton],11
R8b_secondary_material_difference,default,body[polyester+viscose]__pocket_lining[cotton],10
R8b_secondary_material_difference,default,shell[cotton+elastane]__mesh[nylon],10
R8b_secondary_material_difference,default,shell[polyester]__pocket_lining[nylon],10
R8b_secondary_material_difference,default,body[linen+nylon+viscose]__pocket_lining[polyester],9
R8b_secondary_material_difference,default,main[cotton+linen]__pocket_lining[polyester],9
R8b_secondary_material_difference,default,shell[cotton+viscose]__pocket_lining[polyester],9
R8b_secondary_material_difference,default,body[nylon]__mesh[polyester],8
R8b_secondary_material_difference,default,shell[cotton+elastane]__wing[nylon],8
R8b_secondary_material_difference,default,shell[linen+lyocell]__pocket_lining[polyester],8
R8b_secondary_material_difference,default,body[linen+polyester+viscose]__pocket_lining[cotton],7
R8b_secondary_material_difference,default,body[linen]__pocket_lining[polyester],7
R8b_secondary_material_difference,default,shell[polyester+wool]__pocket_lining[cotton],7
R8b_secondary_material_difference,default,top_panel[cotton+elastane]__bottom_panel[polyester],7
R8b_secondary_material_difference,default,body[cotton+viscose]__pocket_lining[polyester],6
R8b_secondary_material_difference,default,body[polyester]__pocket_lining[cotton],6
R8b_secondary_material_difference,default,shell[elastane+polyester+wool]__pocket_lining[viscose],6
R8b_secondary_material_difference,default,shell[elastane+polyester]__bottom_panel[nylon],6
R8b_secondary_material_difference,default,shell[polyester+unspecified_material+wool]__pocket_lining[cotton],6
R8b_secondary_material_difference,default,shell[sheep leather]__pocket_lining[polyester],6
R8b_secondary_material_difference,default,body[cotton+elastane+viscose]__pocket_lining[polyester],5
R8b_secondary_material_difference,default,lining[cotton]__bottom_panel[polyester],5
R8b_secondary_material_difference,default,main[elastane+polyester+viscose]__pocket_lining[cotton],5
R8b_secondary_material_difference,default,padding[reprocessed down+reprocessed feather]__front_panel[polyester],5
R8b_secondary_material_difference,default,shell[cotton]__mesh[polyester],5
R8b_secondary_material_difference,default,shell[lamb leather]__pocket_lining[viscose],5
R8b_secondary_material_difference,default,shell[nylon]__pocket_lining[cotton],5
R8b_secondary_material_difference,default,body[cotton+elastane+elastomultiester]__pocket_fabric[polyester],4
R8b_secondary_material_difference,default,body[cotton+linen]__pocket_fabric[polyester],4
R8b_secondary_material_difference,default,body[linen]__pocket_lining[cotton],4
R8b_secondary_material_difference,default,face[cotton+nylon]__back_panel[polyester],4
R8b_secondary_material_difference,default,face[elastomultiester]__back_panel[polyester],4
R8b_secondary_material_difference,default,face[nylon]__back_panel[polyester],4
R8b_secondary_material_difference,default,main[elastane+polyester+viscose+wool]__pocket_lining[cotton],4
R8b_secondary_material_difference,default,mesh[polyester]__back_panel[nylon],4
R8b_secondary_material_difference,default,padding[polyester]__knit_part[elastane],4
R8b_secondary_material_difference,default,shell[cotton+elastane]__mesh[polyester],4
R8b_secondary_material_difference,default,shell[cotton+nylon]__pocket_fabric[polyester],4
R8b_secondary_material_difference,default,shell[elastane+nylon]__front_panel[polyester],4
R8b_secondary_material_difference,default,shell[elastane+polyester+viscose]__front_panel[nylon],4
R8b_secondary_material_difference,default,shell[elastane+polyester]__pocket_lining[nylon],4
R8b_secondary_material_difference,default,shell[elastomultiester]__pocket_lining[polyester],4
R8b_secondary_material_difference,default,shell[lyocell+nylon]__pocket_lining[polyester],4
R8b_secondary_material_difference,default,shell[nylon+viscose]__back_panel[polyester],4
R8b_secondary_material_difference,default,shell[nylon+viscose]__pocket_lining[cotton],4
R8b_secondary_material_difference,default,shell[polyester]__mesh[elastane],4
R8b_secondary_material_difference,default,shell[polyester]__pocket_fabric[nylon],4
R8b_secondary_material_difference,default,storage_bag[nylon]__pocket_lining[polyester],4
R8b_secondary_material_difference,default,body[cotton+unspecified_material]__pocket_lining[polyester],3
R8b_secondary_material_difference,default,body[cotton+viscose]__mesh[polyester],3
R8b_secondary_material_difference,default,body[linen+lyocell]__pocket_lining[polyester],3
R8b_secondary_material_difference,default,body[linen]__pocket_fabric[polyester],3
R8b_secondary_material_difference,default,body[nylon+viscose]__pocket_fabric[polyester],3
R8b_secondary_material_difference,default,body[polyester]__chest_pocket_fabric[elastomultiester],3
R8b_secondary_material_difference,default,face[polyester]__knit_part[elastomultiester],3
R8b_secondary_material_difference,default,front_panel[elastane+polyester]__bottom_panel[nylon],3
R8b_secondary_material_difference,default,main[elastane+polyester]__pocket_lining[cotton],3
R8b_secondary_material_difference,default,main[linen]__pocket_lining[cotton],3
R8b_secondary_material_difference,default,main[linen]__pocket_lining[viscose],3
R8b_secondary_material_difference,default,shell[cotton+elastane]__pocket_fabric[polyester],3
R8b_secondary_material_difference,default,shell[cotton+linen+lyocell]__pocket_lining[polyester],3
R8b_secondary_material_difference,default,shell[cotton+polyester]__pocket_lining[nylon],3
R8b_secondary_material_difference,default,shell[cotton]__pocket_fabric[nylon],3
R8b_secondary_material_difference,default,shell[elastane+polyester+viscose]__pocket_lining[elastomultiester],3
R8b_secondary_material_difference,default,shell[lyocell+nylon]__pocket_lining[cotton],3
R8b_secondary_material_difference,default,shell[polyester]__bottom_panel[viscose],3
R8b_secondary_material_difference,default,shell[polyester]__chest_pocket_fabric[cotton],3
R8b_secondary_material_difference,default,shell[polyester]__front_panel[elastane],3
R8b_secondary_material_difference,default,shell[polyester]__mesh[nylon],3
R8b_secondary_material_difference,default,shell[viscose]__pocket_lining[polyester],3
R8b_secondary_material_difference,default,top_panel[polyester]__bottom_panel[cotton],3
R8b_secondary_material_difference,default,top_panel[polyester]__bottom_panel[elastane],3
R8b_secondary_material_difference,default,body[lyocell+nylon]__pocket_lining[polyester],2
R8b_secondary_material_difference,default,body[nylon]__pocket_fabric[polyester],2
R8b_secondary_material_difference,default,bottom_panel[nylon]__top_panel[cotton],2
R8b_secondary_material_difference,default,coating[polyurethane]__inside_panel[acrylic],2
R8b_secondary_material_difference,default,face[elastane+nylon]__back_panel[polyester],2
R8b_secondary_material_difference,default,front_panel[elastane+polyester]__side_panel[nylon],2
R8b_secondary_material_difference,default,knit_part[polyester]__woven_part[nylon],2
R8b_secondary_material_difference,default,knit_part[wool]__woven_part[cotton],2
R8b_secondary_material_difference,default,lining[cotton]__woven_part[nylon],2
R8b_secondary_material_difference,default,main[nylon+viscose]__pocket_lining[polyester],2
R8b_secondary_material_difference,default,main[nylon+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,main[polyester+viscose+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,outer_layer[polyester]__pocket_lining[nylon],2
R8b_secondary_material_difference,default,shell[cotton+elastane+modal]__pocket_lining[polyester],2
R8b_secondary_material_difference,default,shell[cotton+elastane]__wing[polyester],2
R8b_secondary_material_difference,default,shell[cotton+lyocell+nylon]__pocket_lining[polyester],2
R8b_secondary_material_difference,default,shell[cotton+nylon+viscose]__pocket_lining[polyester],2
R8b_secondary_material_difference,default,shell[cotton]__bottom_panel[polyester],2
R8b_secondary_material_difference,default,shell[cotton]__front_panel[nylon],2
R8b_secondary_material_difference,default,shell[cotton]__front_panel[polyester],2
R8b_secondary_material_difference,default,shell[elastane+nylon+viscose]__bottom_panel[cotton],2
R8b_secondary_material_difference,default,shell[elastane+nylon]__mesh[polyester],2
R8b_secondary_material_difference,default,shell[elastane+polyester]__top_panel[nylon],2
R8b_secondary_material_difference,default,shell[elastane+polyester]__wing[nylon],2
R8b_secondary_material_difference,default,shell[elastane+viscose]__mesh[nylon],2
R8b_secondary_material_difference,default,shell[lyocell]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,shell[nylon+polyester]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,shell[nylon]__front_panel[cotton],2
R8b_secondary_material_difference,default,shell[nylon]__side_panel[polyester],2
R8b_secondary_material_difference,default,shell[polyester+viscose+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,shell[polyester]__bottom_panel[nylon],2
R8b_secondary_material_difference,default,shell[polyester]__inside_panel[elastane],2
R8b_secondary_material_difference,default,shell[polyester]__knit_part[nylon],2
R8b_secondary_material_difference,default,shell[polyester]__top_panel[cotton],2
R8b_secondary_material_difference,default,shell[sheep leather]__pocket_lining[viscose],2
R8b_secondary_material_difference,default,shell[wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,default,upper_part[elastane+polyester]__bottom_panel[nylon],2
R8b_secondary_material_difference,default,base_fabric[nylon+viscose]__mesh[elastane],1
R8b_secondary_material_difference,default,body[cotton+nylon]__mesh[polyester],1
R8b_secondary_material_difference,default,body[cotton]__pocket_fabric[polyester],1
R8b_secondary_material_difference,default,bottom_panel[cotton]__top_panel[polyester],1
R8b_secondary_material_difference,default,knit_part[elastane+nylon]__woven_part[polyester],1
R8b_secondary_material_difference,default,lining[elastane+polyester]__bottom_panel[cotton],1
R8b_secondary_material_difference,default,lining[polyester]__bottom_panel[nylon],1
R8b_secondary_material_difference,default,lining[polyester]__top_panel[elastane],1
R8b_secondary_material_difference,default,main[acetate]__bottom_panel[nylon],1
R8b_secondary_material_difference,default,main[cotton+elastane+viscose]__wing[polyester],1
R8b_secondary_material_difference,default,main[cotton+elastane]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,main[cotton+lyocell]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,main[cotton+viscose]__front_panel[polyester],1
R8b_secondary_material_difference,default,main[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,default,main[cotton]__knit_part[polyester],1
R8b_secondary_material_difference,default,main[elastane+metallised_fibre+nylon]__front_panel[rubber],1
R8b_secondary_material_difference,default,main[elastane+nylon]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,main[elastane+polyester+viscose]__top_panel[cotton],1
R8b_secondary_material_difference,default,main[linen+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,main[polyester]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,main[wool]__bottom_panel[viscose],1
R8b_secondary_material_difference,default,main[wool]__front_panel[viscose],1
R8b_secondary_material_difference,default,padding[polyester]__front_panel[nylon],1
R8b_secondary_material_difference,default,padding[polystyrene foam]__bottom_panel[nylon],1
R8b_secondary_material_difference,default,shell[acrylic+nylon+wool]__bottom_panel[polyester],1
R8b_secondary_material_difference,default,shell[acrylic+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[cotton+elastane+polyester]__front_panel[nylon],1
R8b_secondary_material_difference,default,shell[cotton+elastane+viscose]__wing[nylon],1
R8b_secondary_material_difference,default,shell[cotton+elastane]__bottom_panel[viscose],1
R8b_secondary_material_difference,default,shell[cotton+elastane]__pocket_lining[polyester resin],1
R8b_secondary_material_difference,default,shell[cotton+nylon]__bottom_panel[viscose],1
R8b_secondary_material_difference,default,shell[cotton+polyester]__bottom_panel[rubber],1
R8b_secondary_material_difference,default,shell[cotton+polyester]__front_panel[nylon],1
R8b_secondary_material_difference,default,shell[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,default,shell[cotton]__mesh[nylon],1
R8b_secondary_material_difference,default,shell[cotton]__pocket_fabric[polyester],1
R8b_secondary_material_difference,default,shell[cotton]__pocket_lining[viscose],1
R8b_secondary_material_difference,default,shell[elastane+linen+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[elastane+lyocell+polyester+silk+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[elastane+nylon]__bottom_panel[polyester],1
R8b_secondary_material_difference,default,shell[elastane+nylon]__wing[polyester],1
R8b_secondary_material_difference,default,shell[elastane+polyester+viscose+wool]__pocket_fabric[cotton],1
R8b_secondary_material_difference,default,shell[elastane+polyester]__bottom_panel[cotton],1
R8b_secondary_material_difference,default,shell[elastane+polyester]__bottom_panel[viscose],1
R8b_secondary_material_difference,default,shell[elastane+viscose+wool]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,shell[elastane+viscose]__bottom_panel[nylon],1
R8b_secondary_material_difference,default,shell[linen+lyocell+nylon+polyester]__back_panel[elastane],1
R8b_secondary_material_difference,default,shell[linen+lyocell+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,shell[linen+lyocell]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[linen+nylon+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,shell[linen+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[linen+viscose]__bottom_panel[polyester],1
R8b_secondary_material_difference,default,shell[linen+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[linen]__pocket_lining[lyocell],1
R8b_secondary_material_difference,default,shell[lyocell+polyester+unspecified_material+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[lyocell+silk+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[lyocell+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,shell[lyocell+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[nylon+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[nylon+polyester+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,default,shell[nylon+polyester]__back_panel[elastane],1
R8b_secondary_material_difference,default,shell[nylon]__bottom_panel[polyester],1
R8b_secondary_material_difference,default,shell[nylon]__front_panel[polyester],1
R8b_secondary_material_difference,default,shell[nylon]__inside_panel[polyester],1
R8b_secondary_material_difference,default,shell[nylon]__wing[elastane],1
R8b_secondary_material_difference,default,shell[polyester+polyurethane]__inside_panel[acrylic],1
R8b_secondary_material_difference,default,shell[polyester]__front_panel[nylon],1
R8b_secondary_material_difference,default,shell[polyester]__inside_panel[acrylic],1
R8b_secondary_material_difference,default,shell[polyester]__side_panel[elastane],1
R8b_secondary_material_difference,default,shell[wool]__bottom_panel[acrylic],1
R8b_secondary_material_difference,default,shell[wool]__pocket_lining[polyester],1
R8b_secondary_material_difference,default,top_panel[cotton+linen+lyocell+polyester]__bottom_panel[viscose],1
R8b_secondary_material_difference,default,upper_part[cotton]__bottom_panel[nylon],1
R8b_secondary_material_difference,default,upper_part[sheep leather]__bottom_panel[goat suede],1
R8b_secondary_material_difference,default,woven_part[nylon]__knit_part[cotton],1
R8b_secondary_material_difference,expanded,shell[cotton]__pocket_lining[polyester],555
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__pocket_lining[polyester],169
R8b_secondary_material_difference,expanded,body[cotton+elastane]__pocket_lining[polyester],146
R8b_secondary_material_difference,expanded,body[cotton]__pocket_lining[polyester],123
R8b_secondary_material_difference,expanded,shell[linen+viscose]__pocket_lining[polyester],121
R8b_secondary_material_difference,expanded,shell[elastane+polyester+viscose]__pocket_lining[cotton],115
R8b_secondary_material_difference,expanded,body[cotton+linen]__pocket_lining[polyester],88
R8b_secondary_material_difference,expanded,shell[cotton+linen]__pocket_lining[polyester],61
R8b_secondary_material_difference,expanded,shell[nylon]__pocket_lining[polyester],61
R8b_secondary_material_difference,expanded,shell[cotton+lyocell]__pocket_lining[polyester],59
R8b_secondary_material_difference,expanded,face[nylon]__pocket_lining[polyester],53
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__mesh[nylon],53
R8b_secondary_material_difference,expanded,body[cotton+linen+viscose]__pocket_lining[polyester],49
R8b_secondary_material_difference,expanded,body[elastane+nylon]__pocket_lining[polyester],45
R8b_secondary_material_difference,expanded,shell[cotton+elastane+elastomultiester]__pocket_lining[polyester],45
R8b_secondary_material_difference,expanded,shell[cotton+linen+viscose]__pocket_lining[polyester],45
R8b_secondary_material_difference,expanded,shell[elastane+nylon]__pocket_lining[polyester],29
R8b_secondary_material_difference,expanded,lining[polyester]__top_panel[cotton],28
R8b_secondary_material_difference,expanded,body[cotton+elastane+linen]__pocket_lining[polyester],26
R8b_secondary_material_difference,expanded,body[elastane+polyester+viscose]__pocket_lining[elastomultiester],24
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__bottom_panel[polyester],23
R8b_secondary_material_difference,expanded,shell[nylon+viscose]__pocket_lining[polyester],23
R8b_secondary_material_difference,expanded,body[elastane+polyester+viscose]__pocket_lining[cotton],20
R8b_secondary_material_difference,expanded,shell[linen]__pocket_lining[polyester],20
R8b_secondary_material_difference,expanded,body[cotton+nylon]__pocket_lining[polyester],19
R8b_secondary_material_difference,expanded,body[elastane+nylon]__mesh[polyester],19
R8b_secondary_material_difference,expanded,shell[cotton+nylon]__pocket_lining[polyester],19
R8b_secondary_material_difference,expanded,body[nylon]__pocket_lining[polyester],18
R8b_secondary_material_difference,expanded,shell[polyester+viscose]__pocket_lining[cotton],18
R8b_secondary_material_difference,expanded,main[cotton]__pocket_lining[polyester],16
R8b_secondary_material_difference,expanded,body[cotton+elastane+nylon]__pocket_lining[polyester],15
